Nome;Partido;UF;Tipo_de_Despesa;Valor
CAMILO CAPIBERIBE;PSB;AP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  53592
CAMILO CAPIBERIBE;PSB;AP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  34407,68
CAMILO CAPIBERIBE;PSB;AP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  29574,81
CAMILO CAPIBERIBE;PSB;AP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  11295
CAMILO CAPIBERIBE;PSB;AP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  6420,9
CAMILO CAPIBERIBE;PSB;AP;SERVIÇOS POSTAIS;R$  5181,6
CAMILO CAPIBERIBE;PSB;AP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1578,21
CAMILO CAPIBERIBE;PSB;AP;TELEFONIA;R$  1431,17
CAMILO CAPIBERIBE;PSB;AP;PASSAGENS AÉREAS;R$  405,79
CAMILO CAPIBERIBE;PSB;AP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  284,12
CAMILO CAPIBERIBE;PSB;AP;Total;R$  279580,95
ALICE PORTUGAL;PCdoB;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  104081,74
ALICE PORTUGAL;PCdoB;BA;EMISSÃO BILHETE AÉREO;R$  100182,55
ALICE PORTUGAL;PCdoB;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  34045,27
ALICE PORTUGAL;PCdoB;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  18191,29
ALICE PORTUGAL;PCdoB;BA;TELEFONIA;R$  13380,62
ALICE PORTUGAL;PCdoB;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  7269,13
ALICE PORTUGAL;PCdoB;BA;SERVIÇOS POSTAIS;R$  1693,26
ALICE PORTUGAL;PCdoB;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  137
ALICE PORTUGAL;PCdoB;BA;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  94,4
ALICE PORTUGAL;PCdoB;BA;Total;R$  279075,26
JUSCELINO FILHO;DEM;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  73000
JUSCELINO FILHO;DEM;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  61500
JUSCELINO FILHO;DEM;MA;EMISSÃO BILHETE AÉREO;R$  60475,25
JUSCELINO FILHO;DEM;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  39187,8
JUSCELINO FILHO;DEM;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  18000
JUSCELINO FILHO;DEM;MA;TELEFONIA;R$  15668,1
JUSCELINO FILHO;DEM;MA;PASSAGENS AÉREAS;R$  6058,74
JUSCELINO FILHO;DEM;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  1981,1
JUSCELINO FILHO;DEM;MA;SERVIÇOS POSTAIS;R$  1419,44
JUSCELINO FILHO;DEM;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1286,28
JUSCELINO FILHO;DEM;MA;Total;R$  278576,71
MARGARETE COELHO;PP;PI;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  88133,2
MARGARETE COELHO;PP;PI;EMISSÃO BILHETE AÉREO;R$  61879,88
MARGARETE COELHO;PP;PI;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  60000
MARGARETE COELHO;PP;PI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  44292,52
MARGARETE COELHO;PP;PI;COMBUSTÍVEIS E LUBRIFICANTES.;R$  13690,94
MARGARETE COELHO;PP;PI;TELEFONIA;R$  6141,89
MARGARETE COELHO;PP;PI;PASSAGENS AÉREAS;R$  3110,69
MARGARETE COELHO;PP;PI;SERVIÇOS POSTAIS;R$  459,62
MARGARETE COELHO;PP;PI;ASSINATURA DE PUBLICAÇÕES;R$  435
MARGARETE COELHO;PP;PI;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  199
MARGARETE COELHO;PP;PI;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  100
MARGARETE COELHO;PP;PI;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  53,25
MARGARETE COELHO;PP;PI;Total;R$  278495,99
ROBERTO ALVES;REPUBLICANOS;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  119000
ROBERTO ALVES;REPUBLICANOS;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  47100
ROBERTO ALVES;REPUBLICANOS;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  39709,56
ROBERTO ALVES;REPUBLICANOS;SP;EMISSÃO BILHETE AÉREO;R$  30046
ROBERTO ALVES;REPUBLICANOS;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  29108,54
ROBERTO ALVES;REPUBLICANOS;SP;TELEFONIA;R$  5832,59
ROBERTO ALVES;REPUBLICANOS;SP;SERVIÇOS POSTAIS;R$  5178,37
ROBERTO ALVES;REPUBLICANOS;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1427
ROBERTO ALVES;REPUBLICANOS;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  680
ROBERTO ALVES;REPUBLICANOS;SP;Total;R$  278082,06
ANTONIO BRITO;PSD;BA;EMISSÃO BILHETE AÉREO;R$  93138,65
ANTONIO BRITO;PSD;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  65411,15
ANTONIO BRITO;PSD;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  64449,94
ANTONIO BRITO;PSD;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  32631,61
ANTONIO BRITO;PSD;BA;TELEFONIA;R$  16750,05
ANTONIO BRITO;PSD;BA;SERVIÇOS POSTAIS;R$  2692,91
ANTONIO BRITO;PSD;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1919
ANTONIO BRITO;PSD;BA;PASSAGENS AÉREAS;R$  953,84
ANTONIO BRITO;PSD;BA;Total;R$  277947,15
VINICIUS CARVALHO;REPUBLICANOS;SP;EMISSÃO BILHETE AÉREO;R$  104294,33
VINICIUS CARVALHO;REPUBLICANOS;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  64753,21
VINICIUS CARVALHO;REPUBLICANOS;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  43683,52
VINICIUS CARVALHO;REPUBLICANOS;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  18625,49
VINICIUS CARVALHO;REPUBLICANOS;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  16957,11
VINICIUS CARVALHO;REPUBLICANOS;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  12500
VINICIUS CARVALHO;REPUBLICANOS;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  10467,92
VINICIUS CARVALHO;REPUBLICANOS;SP;TELEFONIA;R$  4369,9
VINICIUS CARVALHO;REPUBLICANOS;SP;PASSAGENS AÉREAS;R$  1569,2
VINICIUS CARVALHO;REPUBLICANOS;SP;SERVIÇOS POSTAIS;R$  551,58
VINICIUS CARVALHO;REPUBLICANOS;SP;Total;R$  277772,26
WALTER ALVES;MDB;RN;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  84000
WALTER ALVES;MDB;RN;EMISSÃO BILHETE AÉREO;R$  66906,58
WALTER ALVES;MDB;RN;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  66500
WALTER ALVES;MDB;RN;COMBUSTÍVEIS E LUBRIFICANTES.;R$  28335,57
WALTER ALVES;MDB;RN;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  22893,42
WALTER ALVES;MDB;RN;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  4300
WALTER ALVES;MDB;RN;TELEFONIA;R$  2371,65
WALTER ALVES;MDB;RN;SERVIÇOS POSTAIS;R$  2166,6
WALTER ALVES;MDB;RN;Total;R$  277473,82
PAULO GUEDES;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  85780
PAULO GUEDES;PT;MG;EMISSÃO BILHETE AÉREO;R$  73120,71
PAULO GUEDES;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  34852,29
PAULO GUEDES;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  23224,07
PAULO GUEDES;PT;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  19500
PAULO GUEDES;PT;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  18750
PAULO GUEDES;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  7551,81
PAULO GUEDES;PT;MG;TELEFONIA;R$  6439,54
PAULO GUEDES;PT;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  4832,98
PAULO GUEDES;PT;MG;PASSAGENS AÉREAS;R$  1923,86
PAULO GUEDES;PT;MG;SERVIÇOS POSTAIS;R$  725,74
PAULO GUEDES;PT;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  269,2
PAULO GUEDES;PT;MG;Total;R$  276970,2
RUBENS OTONI;PT;GO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  82579,17
RUBENS OTONI;PT;GO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  51149,5
RUBENS OTONI;PT;GO;COMBUSTÍVEIS E LUBRIFICANTES.;R$  44494,09
RUBENS OTONI;PT;GO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  44200
RUBENS OTONI;PT;GO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  31250
RUBENS OTONI;PT;GO;TELEFONIA;R$  21000,19
RUBENS OTONI;PT;GO;ASSINATURA DE PUBLICAÇÕES;R$  1297
RUBENS OTONI;PT;GO;SERVIÇOS POSTAIS;R$  984,49
RUBENS OTONI;PT;GO;Total;R$  276954,44
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  76278
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;EMISSÃO BILHETE AÉREO;R$  73868,44
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  54660
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  40564
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  26500
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;PASSAGENS AÉREAS;R$  1818,39
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;TELEFONIA;R$  1183,55
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;SERVIÇOS POSTAIS;R$  1107,34
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  761,7
JOSÉ AIRTON FÉLIX CIRILO;PT;CE;Total;R$  276741,42
JANDIRA FEGHALI;PCdoB;RJ;EMISSÃO BILHETE AÉREO;R$  92404,64
JANDIRA FEGHALI;PCdoB;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  79107,36
JANDIRA FEGHALI;PCdoB;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  56200
JANDIRA FEGHALI;PCdoB;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;R$  21356,39
JANDIRA FEGHALI;PCdoB;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  14978
JANDIRA FEGHALI;PCdoB;RJ;TELEFONIA;R$  6752,02
JANDIRA FEGHALI;PCdoB;RJ;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  2800
JANDIRA FEGHALI;PCdoB;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1696,75
JANDIRA FEGHALI;PCdoB;RJ;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  698,59
JANDIRA FEGHALI;PCdoB;RJ;SERVIÇOS POSTAIS;R$  559,29
JANDIRA FEGHALI;PCdoB;RJ;Total;R$  276553,04
EDUARDO CURY;PSDB;SP;EMISSÃO BILHETE AÉREO;R$  70759,39
EDUARDO CURY;PSDB;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  61604
EDUARDO CURY;PSDB;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  58726,04
EDUARDO CURY;PSDB;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  30225,58
EDUARDO CURY;PSDB;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  21954,37
EDUARDO CURY;PSDB;SP;TELEFONIA;R$  10673,46
EDUARDO CURY;PSDB;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  8246,94
EDUARDO CURY;PSDB;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  8114,38
EDUARDO CURY;PSDB;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  3782,47
EDUARDO CURY;PSDB;SP;SERVIÇOS POSTAIS;R$  1354,92
EDUARDO CURY;PSDB;SP;ASSINATURA DE PUBLICAÇÕES;R$  673,24
EDUARDO CURY;PSDB;SP;Total;R$  276114,79
PEDRO UCZAI;PT;SC;EMISSÃO BILHETE AÉREO;R$  101671,25
PEDRO UCZAI;PT;SC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  44286,95
PEDRO UCZAI;PT;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  37352,23
PEDRO UCZAI;PT;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  33246,5
PEDRO UCZAI;PT;SC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  16223,79
PEDRO UCZAI;PT;SC;TELEFONIA;R$  11603,89
PEDRO UCZAI;PT;SC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  10800
PEDRO UCZAI;PT;SC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  6655,38
PEDRO UCZAI;PT;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  5410
PEDRO UCZAI;PT;SC;SERVIÇOS POSTAIS;R$  2931,07
PEDRO UCZAI;PT;SC;PASSAGENS AÉREAS;R$  2692,45
PEDRO UCZAI;PT;SC;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  1769,35
PEDRO UCZAI;PT;SC;ASSINATURA DE PUBLICAÇÕES;R$  899
PEDRO UCZAI;PT;SC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  418,5
PEDRO UCZAI;PT;SC;Total;R$  275960,36
JEFFERSON CAMPOS;PSB;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  59844,1
JEFFERSON CAMPOS;PSB;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  58690,91
JEFFERSON CAMPOS;PSB;SP;EMISSÃO BILHETE AÉREO;R$  46279,91
JEFFERSON CAMPOS;PSB;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  41180,62
JEFFERSON CAMPOS;PSB;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  25400
JEFFERSON CAMPOS;PSB;SP;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  23490
JEFFERSON CAMPOS;PSB;SP;SERVIÇOS POSTAIS;R$  12409,11
JEFFERSON CAMPOS;PSB;SP;TELEFONIA;R$  5925,11
JEFFERSON CAMPOS;PSB;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1576,92
JEFFERSON CAMPOS;PSB;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  951,2
JEFFERSON CAMPOS;PSB;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  132,98
JEFFERSON CAMPOS;PSB;SP;Total;R$  275880,86
DELEGADO MARCELO FREITAS;PSL;MG;EMISSÃO BILHETE AÉREO;R$  84511,56
DELEGADO MARCELO FREITAS;PSL;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  53816,54
DELEGADO MARCELO FREITAS;PSL;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  41818,7
DELEGADO MARCELO FREITAS;PSL;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  27531,61
DELEGADO MARCELO FREITAS;PSL;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  25000
DELEGADO MARCELO FREITAS;PSL;MG;PASSAGENS AÉREAS;R$  16082,9
DELEGADO MARCELO FREITAS;PSL;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  15562,29
DELEGADO MARCELO FREITAS;PSL;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  6832,66
DELEGADO MARCELO FREITAS;PSL;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1976,7
DELEGADO MARCELO FREITAS;PSL;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1529,75
DELEGADO MARCELO FREITAS;PSL;MG;TELEFONIA;R$  655,96
DELEGADO MARCELO FREITAS;PSL;MG;SERVIÇOS POSTAIS;R$  350
DELEGADO MARCELO FREITAS;PSL;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  137,1
DELEGADO MARCELO FREITAS;PSL;MG;Total;R$  275805,77
DENIS BEZERRA;PSB;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  71600
DENIS BEZERRA;PSB;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  66500
DENIS BEZERRA;PSB;CE;EMISSÃO BILHETE AÉREO;R$  56487,13
DENIS BEZERRA;PSB;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  28600
DENIS BEZERRA;PSB;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  28279,47
DENIS BEZERRA;PSB;CE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  18203,1
DENIS BEZERRA;PSB;CE;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  2682,5
DENIS BEZERRA;PSB;CE;SERVIÇOS POSTAIS;R$  1778,5
DENIS BEZERRA;PSB;CE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1016
DENIS BEZERRA;PSB;CE;TELEFONIA;R$  590,22
DENIS BEZERRA;PSB;CE;Total;R$  275736,92
RUBENS BUENO;CIDADANIA;PR;EMISSÃO BILHETE AÉREO;R$  141861,46
RUBENS BUENO;CIDADANIA;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  40984
RUBENS BUENO;CIDADANIA;PR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  18230,14
RUBENS BUENO;CIDADANIA;PR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  17488,89
RUBENS BUENO;CIDADANIA;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  14000
RUBENS BUENO;CIDADANIA;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  11634,14
RUBENS BUENO;CIDADANIA;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  8903,5
RUBENS BUENO;CIDADANIA;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  8078,52
RUBENS BUENO;CIDADANIA;PR;TELEFONIA;R$  8000,81
RUBENS BUENO;CIDADANIA;PR;SERVIÇOS POSTAIS;R$  2713,29
RUBENS BUENO;CIDADANIA;PR;PASSAGENS AÉREAS;R$  1923,99
RUBENS BUENO;CIDADANIA;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1047,29
RUBENS BUENO;CIDADANIA;PR;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  770,3
RUBENS BUENO;CIDADANIA;PR;Total;R$  275636,33
ALCEU MOREIRA;MDB;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  72958,68
ALCEU MOREIRA;MDB;RS;EMISSÃO BILHETE AÉREO;R$  48805,54
ALCEU MOREIRA;MDB;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  38253,55
ALCEU MOREIRA;MDB;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  31199,59
ALCEU MOREIRA;MDB;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  28757
ALCEU MOREIRA;MDB;RS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  26000
ALCEU MOREIRA;MDB;RS;TELEFONIA;R$  18752,05
ALCEU MOREIRA;MDB;RS;SERVIÇOS POSTAIS;R$  3851,96
ALCEU MOREIRA;MDB;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  3251,35
ALCEU MOREIRA;MDB;RS;PASSAGENS AÉREAS;R$  1285,08
ALCEU MOREIRA;MDB;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1283,94
ALCEU MOREIRA;MDB;RS;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  600
ALCEU MOREIRA;MDB;RS;Total;R$  274998,74
GENINHO ZULIANI;DEM;SP;EMISSÃO BILHETE AÉREO;R$  65987,08
GENINHO ZULIANI;DEM;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  59017,7
GENINHO ZULIANI;DEM;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  57334,88
GENINHO ZULIANI;DEM;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  35464,99
GENINHO ZULIANI;DEM;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  30000
GENINHO ZULIANI;DEM;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  8418,18
GENINHO ZULIANI;DEM;SP;TELEFONIA;R$  7381,03
GENINHO ZULIANI;DEM;SP;ASSINATURA DE PUBLICAÇÕES;R$  4123,9
GENINHO ZULIANI;DEM;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2802,73
GENINHO ZULIANI;DEM;SP;SERVIÇOS POSTAIS;R$  2014,75
GENINHO ZULIANI;DEM;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1371,4
GENINHO ZULIANI;DEM;SP;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  958
GENINHO ZULIANI;DEM;SP;Total;R$  274874,64
HUGO MOTTA;REPUBLICANOS;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  177500
HUGO MOTTA;REPUBLICANOS;PB;EMISSÃO BILHETE AÉREO;R$  63821,01
HUGO MOTTA;REPUBLICANOS;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  28845,66
HUGO MOTTA;REPUBLICANOS;PB;TELEFONIA;R$  3942,44
HUGO MOTTA;REPUBLICANOS;PB;SERVIÇOS POSTAIS;R$  511,72
HUGO MOTTA;REPUBLICANOS;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  197,6
HUGO MOTTA;REPUBLICANOS;PB;Total;R$  274818,43
EDNA HENRIQUE;PSDB;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  158600
EDNA HENRIQUE;PSDB;PB;EMISSÃO BILHETE AÉREO;R$  46976,25
EDNA HENRIQUE;PSDB;PB;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  26250
EDNA HENRIQUE;PSDB;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  21171,43
EDNA HENRIQUE;PSDB;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  19718,97
EDNA HENRIQUE;PSDB;PB;TELEFONIA;R$  713,06
EDNA HENRIQUE;PSDB;PB;SERVIÇOS POSTAIS;R$  655,32
EDNA HENRIQUE;PSDB;PB;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  620,73
EDNA HENRIQUE;PSDB;PB;Total;R$  274705,76
DARCI DE MATOS;PSD;SC;EMISSÃO BILHETE AÉREO;R$  69716,75
DARCI DE MATOS;PSD;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  63917,04
DARCI DE MATOS;PSD;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  42676,12
DARCI DE MATOS;PSD;SC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  40191,31
DARCI DE MATOS;PSD;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  27600
DARCI DE MATOS;PSD;SC;TELEFONIA;R$  13244,23
DARCI DE MATOS;PSD;SC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  12400
DARCI DE MATOS;PSD;SC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  3064,75
DARCI DE MATOS;PSD;SC;SERVIÇOS POSTAIS;R$  833,88
DARCI DE MATOS;PSD;SC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  380,6
DARCI DE MATOS;PSD;SC;PASSAGENS AÉREAS;R$  327,35
